image,package_id,current_zone
blur_0000.png,PKG001,A
blur_0001.png,PKG003,A
blur_0002.png,PKG005,A
blur_0003.png,PKG002,A
blur_0004.png,PKG001,A
blur_0005.png,PKG004,A
blur_0006.png,PKG002,A
blur_0007.png,PKG003,A
blur_0008.png,PKG001,A
blur_0009.png,PKG001,A
blur_0010.png,PKG003,A
blur_0011.png,PKG004,A
blur_0012.png,PKG001,A
blur_0013.png,PKG005,A
blur_0014.png,PKG002,A
blur_0015.png,PKG004,A
blur_0016.png,PKG002,A
blur_0017.png,PKG005,A
blur_0018.png,PKG001,A
blur_0019.png,PKG003,A
blur_0020.png,PKG005,A
blur_0021.png,PKG005,A
blur_0022.png,PKG004,A
blur_0023.png,PKG004,A
blur_0024.png,PKG005,A
blur_0025.png,PKG004,A
blur_0026.png,PKG002,A
blur_0027.png,PKG002,A
blur_0028.png,PKG003,A
blur_0029.png,PKG001,A
blur_0030.png,PKG001,A
blur_0031.png,PKG005,A
blur_0032.png,PKG005,A
blur_0033.png,PKG004,A
blur_0034.png,PKG004,A
blur_0035.png,PKG004,A
blur_0036.png,PKG003,A
blur_0037.png,PKG003,A
blur_0038.png,PKG002,A
blur_0039.png,PKG003,A
blur_0040.png,PKG001,A
blur_0041.png,PKG002,A
blur_0042.png,PKG003,A
blur_0043.png,PKG001,A
blur_0044.png,PKG004,A
blur_0045.png,PKG002,A
blur_0046.png,PKG004,A
blur_0047.png,PKG004,A
blur_0048.png,PKG002,A
blur_0049.png,PKG004,A
blur_0050.png,PKG001,A
blur_0051.png,PKG003,A
blur_0052.png,PKG005,A
blur_0053.png,PKG004,A
blur_0054.png,PKG002,A
blur_0055.png,PKG004,A
blur_0056.png,PKG003,A
blur_0057.png,PKG003,A
blur_0058.png,PKG004,A
blur_0059.png,PKG004,A
blur_0060.png,PKG003,A
blur_0061.png,PKG005,A
blur_0062.png,PKG005,A
blur_0063.png,PKG003,A
blur_0064.png,PKG001,A
blur_0065.png,PKG005,A
blur_0066.png,PKG003,A
blur_0067.png,PKG001,A
blur_0068.png,PKG001,A
blur_0069.png,PKG003,A
blur_0070.png,PKG004,A
blur_0071.png,PKG001,A
blur_0072.png,PKG004,A
blur_0073.png,PKG001,A
blur_0074.png,PKG004,A
blur_0075.png,PKG001,A
blur_0076.png,PKG001,A
blur_0077.png,PKG001,A
blur_0078.png,PKG002,A
blur_0079.png,PKG001,A
blur_0080.png,PKG002,A
blur_0081.png,PKG001,A
blur_0082.png,PKG003,A
blur_0083.png,PKG003,A
blur_0084.png,PKG002,A
blur_0085.png,PKG003,A
blur_0086.png,PKG003,A
blur_0087.png,PKG002,A
blur_0088.png,PKG002,A
blur_0089.png,PKG004,A
blur_0090.png,PKG004,A
blur_0091.png,PKG003,A
blur_0092.png,PKG004,A
blur_0093.png,PKG002,A
blur_0094.png,PKG005,A
blur_0095.png,PKG004,A
blur_0096.png,PKG003,A
blur_0097.png,PKG003,A
blur_0098.png,PKG002,A
blur_0099.png,PKG005,A
