image,package_id,current_zone
ocr_confuse_0000.png,ignored,A
ocr_confuse_0001.png,ignored,A
ocr_confuse_0002.png,ignored,A
ocr_confuse_0003.png,ignored,A
ocr_confuse_0004.png,ignored,A
ocr_confuse_0005.png,ignored,A
ocr_confuse_0006.png,ignored,A
ocr_confuse_0007.png,ignored,A
ocr_confuse_0008.png,ignored,A
ocr_confuse_0009.png,ignored,A
ocr_confuse_0010.png,ignored,A
ocr_confuse_0011.png,ignored,A
ocr_confuse_0012.png,ignored,A
ocr_confuse_0013.png,ignored,A
ocr_confuse_0014.png,ignored,A
ocr_confuse_0015.png,ignored,A
ocr_confuse_0016.png,ignored,A
ocr_confuse_0017.png,ignored,A
ocr_confuse_0018.png,ignored,A
ocr_confuse_0019.png,ignored,A
ocr_confuse_0020.png,ignored,A
ocr_confuse_0021.png,ignored,A
ocr_confuse_0022.png,ignored,A
ocr_confuse_0023.png,ignored,A
ocr_confuse_0024.png,ignored,A
ocr_confuse_0025.png,ignored,A
ocr_confuse_0026.png,ignored,A
ocr_confuse_0027.png,ignored,A
ocr_confuse_0028.png,ignored,A
ocr_confuse_0029.png,ignored,A
ocr_confuse_0030.png,ignored,A
ocr_confuse_0031.png,ignored,A
ocr_confuse_0032.png,ignored,A
ocr_confuse_0033.png,ignored,A
ocr_confuse_0034.png,ignored,A
ocr_confuse_0035.png,ignored,A
ocr_confuse_0036.png,ignored,A
ocr_confuse_0037.png,ignored,A
ocr_confuse_0038.png,ignored,A
ocr_confuse_0039.png,ignored,A
ocr_confuse_0040.png,ignored,A
ocr_confuse_0041.png,ignored,A
ocr_confuse_0042.png,ignored,A
ocr_confuse_0043.png,ignored,A
ocr_confuse_0044.png,ignored,A
ocr_confuse_0045.png,ignored,A
ocr_confuse_0046.png,ignored,A
ocr_confuse_0047.png,ignored,A
ocr_confuse_0048.png,ignored,A
ocr_confuse_0049.png,ignored,A
ocr_confuse_0050.png,ignored,A
ocr_confuse_0051.png,ignored,A
ocr_confuse_0052.png,ignored,A
ocr_confuse_0053.png,ignored,A
ocr_confuse_0054.png,ignored,A
ocr_confuse_0055.png,ignored,A
ocr_confuse_0056.png,ignored,A
ocr_confuse_0057.png,ignored,A
ocr_confuse_0058.png,ignored,A
ocr_confuse_0059.png,ignored,A
ocr_confuse_0060.png,ignored,A
ocr_confuse_0061.png,ignored,A
ocr_confuse_0062.png,ignored,A
ocr_confuse_0063.png,ignored,A
ocr_confuse_0064.png,ignored,A
ocr_confuse_0065.png,ignored,A
ocr_confuse_0066.png,ignored,A
ocr_confuse_0067.png,ignored,A
ocr_confuse_0068.png,ignored,A
ocr_confuse_0069.png,ignored,A
ocr_confuse_0070.png,ignored,A
ocr_confuse_0071.png,ignored,A
ocr_confuse_0072.png,ignored,A
ocr_confuse_0073.png,ignored,A
ocr_confuse_0074.png,ignored,A
ocr_confuse_0075.png,ignored,A
ocr_confuse_0076.png,ignored,A
ocr_confuse_0077.png,ignored,A
ocr_confuse_0078.png,ignored,A
ocr_confuse_0079.png,ignored,A
ocr_confuse_0080.png,ignored,A
ocr_confuse_0081.png,ignored,A
ocr_confuse_0082.png,ignored,A
ocr_confuse_0083.png,ignored,A
ocr_confuse_0084.png,ignored,A
ocr_confuse_0085.png,ignored,A
ocr_confuse_0086.png,ignored,A
ocr_confuse_0087.png,ignored,A
ocr_confuse_0088.png,ignored,A
ocr_confuse_0089.png,ignored,A
ocr_confuse_0090.png,ignored,A
ocr_confuse_0091.png,ignored,A
ocr_confuse_0092.png,ignored,A
ocr_confuse_0093.png,ignored,A
ocr_confuse_0094.png,ignored,A
ocr_confuse_0095.png,ignored,A
ocr_confuse_0096.png,ignored,A
ocr_confuse_0097.png,ignored,A
ocr_confuse_0098.png,ignored,A
ocr_confuse_0099.png,ignored,A
ocr_confuse_0100.png,ignored,A
ocr_confuse_0101.png,ignored,A
ocr_confuse_0102.png,ignored,A
ocr_confuse_0103.png,ignored,A
ocr_confuse_0104.png,ignored,A
ocr_confuse_0105.png,ignored,A
ocr_confuse_0106.png,ignored,A
ocr_confuse_0107.png,ignored,A
ocr_confuse_0108.png,ignored,A
ocr_confuse_0109.png,ignored,A
ocr_confuse_0110.png,ignored,A
ocr_confuse_0111.png,ignored,A
ocr_confuse_0112.png,ignored,A
ocr_confuse_0113.png,ignored,A
ocr_confuse_0114.png,ignored,A
ocr_confuse_0115.png,ignored,A
ocr_confuse_0116.png,ignored,A
ocr_confuse_0117.png,ignored,A
ocr_confuse_0118.png,ignored,A
ocr_confuse_0119.png,ignored,A
