image,package_id,current_zone
wrong_sort_0000.png,PKG002,A
wrong_sort_0001.png,PKG003,A
wrong_sort_0002.png,PKG002,A
wrong_sort_0003.png,PKG005,B
wrong_sort_0004.png,PKG002,A
wrong_sort_0005.png,PKG004,A
wrong_sort_0006.png,PKG004,B
wrong_sort_0007.png,PKG005,B
wrong_sort_0008.png,PKG004,A
wrong_sort_0009.png,PKG001,A
wrong_sort_0010.png,PKG005,B
wrong_sort_0011.png,PKG003,A
wrong_sort_0012.png,PKG003,A
wrong_sort_0013.png,PKG005,C
wrong_sort_0014.png,PKG002,C
wrong_sort_0015.png,PKG005,C
wrong_sort_0016.png,PKG004,A
wrong_sort_0017.png,PKG002,A
wrong_sort_0018.png,PKG001,A
wrong_sort_0019.png,PKG004,A
wrong_sort_0020.png,PKG004,B
wrong_sort_0021.png,PKG001,A
wrong_sort_0022.png,PKG002,B
wrong_sort_0023.png,PKG001,B
wrong_sort_0024.png,PKG003,C
wrong_sort_0025.png,PKG002,A
wrong_sort_0026.png,PKG001,A
wrong_sort_0027.png,PKG003,C
wrong_sort_0028.png,PKG002,B
wrong_sort_0029.png,PKG002,C
wrong_sort_0030.png,PKG003,B
wrong_sort_0031.png,PKG001,A
wrong_sort_0032.png,PKG005,A
wrong_sort_0033.png,PKG005,B
wrong_sort_0034.png,PKG003,A
wrong_sort_0035.png,PKG003,A
wrong_sort_0036.png,PKG001,A
wrong_sort_0037.png,PKG002,C
wrong_sort_0038.png,PKG005,A
wrong_sort_0039.png,PKG002,A
wrong_sort_0040.png,PKG003,A
wrong_sort_0041.png,PKG005,C
wrong_sort_0042.png,PKG004,A
wrong_sort_0043.png,PKG005,A
wrong_sort_0044.png,PKG002,A
wrong_sort_0045.png,PKG004,A
wrong_sort_0046.png,PKG003,A
wrong_sort_0047.png,PKG001,B
wrong_sort_0048.png,PKG002,A
wrong_sort_0049.png,PKG005,B
wrong_sort_0050.png,PKG004,B
wrong_sort_0051.png,PKG001,A
wrong_sort_0052.png,PKG004,C
wrong_sort_0053.png,PKG002,B
wrong_sort_0054.png,PKG002,A
wrong_sort_0055.png,PKG003,A
wrong_sort_0056.png,PKG004,B
wrong_sort_0057.png,PKG003,B
wrong_sort_0058.png,PKG004,A
wrong_sort_0059.png,PKG003,A
