image,package_id,current_zone
qr_occlusion_0000.png,PKG004,A
qr_occlusion_0001.png,PKG002,A
qr_occlusion_0002.png,PKG001,A
qr_occlusion_0003.png,PKG005,A
qr_occlusion_0004.png,PKG002,A
qr_occlusion_0005.png,PKG001,A
qr_occlusion_0006.png,PKG001,A
qr_occlusion_0007.png,PKG005,A
qr_occlusion_0008.png,PKG003,A
qr_occlusion_0009.png,PKG002,A
qr_occlusion_0010.png,PKG003,A
qr_occlusion_0011.png,PKG002,A
qr_occlusion_0012.png,PKG005,A
qr_occlusion_0013.png,PKG001,A
qr_occlusion_0014.png,PKG002,A
qr_occlusion_0015.png,PKG003,A
qr_occlusion_0016.png,PKG004,A
qr_occlusion_0017.png,PKG004,A
qr_occlusion_0018.png,PKG004,A
qr_occlusion_0019.png,PKG005,A
qr_occlusion_0020.png,PKG003,A
qr_occlusion_0021.png,PKG005,A
qr_occlusion_0022.png,PKG001,A
qr_occlusion_0023.png,PKG001,A
qr_occlusion_0024.png,PKG002,A
qr_occlusion_0025.png,PKG002,A
qr_occlusion_0026.png,PKG002,A
qr_occlusion_0027.png,PKG004,A
qr_occlusion_0028.png,PKG004,A
qr_occlusion_0029.png,PKG003,A
qr_occlusion_0030.png,PKG005,A
qr_occlusion_0031.png,PKG005,A
qr_occlusion_0032.png,PKG001,A
qr_occlusion_0033.png,PKG005,A
qr_occlusion_0034.png,PKG001,A
qr_occlusion_0035.png,PKG002,A
qr_occlusion_0036.png,PKG004,A
qr_occlusion_0037.png,PKG003,A
qr_occlusion_0038.png,PKG002,A
qr_occlusion_0039.png,PKG001,A
qr_occlusion_0040.png,PKG005,A
qr_occlusion_0041.png,PKG005,A
qr_occlusion_0042.png,PKG005,A
qr_occlusion_0043.png,PKG002,A
qr_occlusion_0044.png,PKG001,A
qr_occlusion_0045.png,PKG001,A
qr_occlusion_0046.png,PKG004,A
qr_occlusion_0047.png,PKG005,A
qr_occlusion_0048.png,PKG001,A
qr_occlusion_0049.png,PKG003,A
qr_occlusion_0050.png,PKG003,A
qr_occlusion_0051.png,PKG003,A
qr_occlusion_0052.png,PKG001,A
qr_occlusion_0053.png,PKG005,A
qr_occlusion_0054.png,PKG005,A
qr_occlusion_0055.png,PKG001,A
qr_occlusion_0056.png,PKG001,A
qr_occlusion_0057.png,PKG003,A
qr_occlusion_0058.png,PKG005,A
qr_occlusion_0059.png,PKG001,A
qr_occlusion_0060.png,PKG002,A
qr_occlusion_0061.png,PKG003,A
qr_occlusion_0062.png,PKG002,A
qr_occlusion_0063.png,PKG005,A
qr_occlusion_0064.png,PKG002,A
qr_occlusion_0065.png,PKG001,A
qr_occlusion_0066.png,PKG004,A
qr_occlusion_0067.png,PKG004,A
qr_occlusion_0068.png,PKG004,A
qr_occlusion_0069.png,PKG005,A
qr_occlusion_0070.png,PKG002,A
qr_occlusion_0071.png,PKG003,A
qr_occlusion_0072.png,PKG002,A
qr_occlusion_0073.png,PKG001,A
qr_occlusion_0074.png,PKG002,A
qr_occlusion_0075.png,PKG005,A
qr_occlusion_0076.png,PKG003,A
qr_occlusion_0077.png,PKG005,A
qr_occlusion_0078.png,PKG004,A
qr_occlusion_0079.png,PKG004,A
qr_occlusion_0080.png,PKG002,A
qr_occlusion_0081.png,PKG005,A
qr_occlusion_0082.png,PKG003,A
qr_occlusion_0083.png,PKG004,A
qr_occlusion_0084.png,PKG003,A
qr_occlusion_0085.png,PKG005,A
qr_occlusion_0086.png,PKG002,A
qr_occlusion_0087.png,PKG003,A
qr_occlusion_0088.png,PKG003,A
qr_occlusion_0089.png,PKG001,A
qr_occlusion_0090.png,PKG003,A
qr_occlusion_0091.png,PKG005,A
qr_occlusion_0092.png,PKG005,A
qr_occlusion_0093.png,PKG004,A
qr_occlusion_0094.png,PKG002,A
qr_occlusion_0095.png,PKG001,A
qr_occlusion_0096.png,PKG003,A
qr_occlusion_0097.png,PKG005,A
qr_occlusion_0098.png,PKG001,A
qr_occlusion_0099.png,PKG005,A
