image,package_id,current_zone
unknown_0000.png,PKG666,A
unknown_0001.png,PKG666,A
unknown_0002.png,PKG777,A
unknown_0003.png,PKG666,A
unknown_0004.png,PKG888,A
unknown_0005.png,PKG555,A
unknown_0006.png,PKG666,A
unknown_0007.png,PKG777,A
unknown_0008.png,PKG555,A
unknown_0009.png,PKG555,A
unknown_0010.png,PKG666,A
unknown_0011.png,PKG999,A
unknown_0012.png,PKG888,A
unknown_0013.png,PKG555,A
unknown_0014.png,PKG999,A
unknown_0015.png,PKG888,A
unknown_0016.png,PKG999,A
unknown_0017.png,PKG555,A
unknown_0018.png,PKG555,A
unknown_0019.png,PKG888,A
unknown_0020.png,PKG777,A
unknown_0021.png,PKG999,A
unknown_0022.png,PKG999,A
unknown_0023.png,PKG777,A
unknown_0024.png,PKG555,A
unknown_0025.png,PKG888,A
unknown_0026.png,PKG888,A
unknown_0027.png,PKG777,A
unknown_0028.png,PKG777,A
unknown_0029.png,PKG777,A
unknown_0030.png,PKG555,A
unknown_0031.png,PKG888,A
unknown_0032.png,PKG666,A
unknown_0033.png,PKG777,A
unknown_0034.png,PKG666,A
unknown_0035.png,PKG666,A
unknown_0036.png,PKG999,A
unknown_0037.png,PKG555,A
unknown_0038.png,PKG777,A
unknown_0039.png,PKG666,A
unknown_0040.png,PKG777,A
unknown_0041.png,PKG777,A
unknown_0042.png,PKG555,A
unknown_0043.png,PKG777,A
unknown_0044.png,PKG666,A
unknown_0045.png,PKG888,A
unknown_0046.png,PKG777,A
unknown_0047.png,PKG888,A
unknown_0048.png,PKG888,A
unknown_0049.png,PKG777,A
unknown_0050.png,PKG888,A
unknown_0051.png,PKG555,A
unknown_0052.png,PKG777,A
unknown_0053.png,PKG555,A
unknown_0054.png,PKG888,A
unknown_0055.png,PKG555,A
unknown_0056.png,PKG666,A
unknown_0057.png,PKG999,A
unknown_0058.png,PKG666,A
unknown_0059.png,PKG888,A
unknown_0060.png,PKG777,A
unknown_0061.png,PKG777,A
unknown_0062.png,PKG555,A
unknown_0063.png,PKG666,A
unknown_0064.png,PKG777,A
unknown_0065.png,PKG999,A
unknown_0066.png,PKG999,A
unknown_0067.png,PKG777,A
unknown_0068.png,PKG666,A
unknown_0069.png,PKG999,A
unknown_0070.png,PKG999,A
unknown_0071.png,PKG555,A
unknown_0072.png,PKG888,A
unknown_0073.png,PKG888,A
unknown_0074.png,PKG666,A
unknown_0075.png,PKG555,A
unknown_0076.png,PKG888,A
unknown_0077.png,PKG888,A
unknown_0078.png,PKG999,A
unknown_0079.png,PKG777,A
