image,package_id,current_zone
dirty_torn_0000.png,PKG004,A
dirty_torn_0001.png,PKG004,A
dirty_torn_0002.png,PKG003,A
dirty_torn_0003.png,PKG003,A
dirty_torn_0004.png,PKG003,A
dirty_torn_0005.png,PKG003,A
dirty_torn_0006.png,PKG002,A
dirty_torn_0007.png,PKG001,A
dirty_torn_0008.png,PKG003,A
dirty_torn_0009.png,PKG003,A
dirty_torn_0010.png,PKG003,A
dirty_torn_0011.png,PKG005,A
dirty_torn_0012.png,PKG003,A
dirty_torn_0013.png,PKG004,A
dirty_torn_0014.png,PKG003,A
dirty_torn_0015.png,PKG003,A
dirty_torn_0016.png,PKG002,A
dirty_torn_0017.png,PKG003,A
dirty_torn_0018.png,PKG005,A
dirty_torn_0019.png,PKG001,A
dirty_torn_0020.png,PKG004,A
dirty_torn_0021.png,PKG002,A
dirty_torn_0022.png,PKG003,A
dirty_torn_0023.png,PKG001,A
dirty_torn_0024.png,PKG004,A
dirty_torn_0025.png,PKG003,A
dirty_torn_0026.png,PKG001,A
dirty_torn_0027.png,PKG004,A
dirty_torn_0028.png,PKG001,A
dirty_torn_0029.png,PKG002,A
dirty_torn_0030.png,PKG004,A
dirty_torn_0031.png,PKG005,A
dirty_torn_0032.png,PKG004,A
dirty_torn_0033.png,PKG002,A
dirty_torn_0034.png,PKG003,A
dirty_torn_0035.png,PKG003,A
dirty_torn_0036.png,PKG003,A
dirty_torn_0037.png,PKG004,A
dirty_torn_0038.png,PKG003,A
dirty_torn_0039.png,PKG001,A
dirty_torn_0040.png,PKG004,A
dirty_torn_0041.png,PKG001,A
dirty_torn_0042.png,PKG002,A
dirty_torn_0043.png,PKG004,A
dirty_torn_0044.png,PKG003,A
dirty_torn_0045.png,PKG001,A
dirty_torn_0046.png,PKG002,A
dirty_torn_0047.png,PKG002,A
dirty_torn_0048.png,PKG001,A
dirty_torn_0049.png,PKG004,A
dirty_torn_0050.png,PKG004,A
dirty_torn_0051.png,PKG003,A
dirty_torn_0052.png,PKG003,A
dirty_torn_0053.png,PKG003,A
dirty_torn_0054.png,PKG005,A
dirty_torn_0055.png,PKG005,A
dirty_torn_0056.png,PKG001,A
dirty_torn_0057.png,PKG001,A
dirty_torn_0058.png,PKG002,A
dirty_torn_0059.png,PKG002,A
dirty_torn_0060.png,PKG004,A
dirty_torn_0061.png,PKG004,A
dirty_torn_0062.png,PKG004,A
dirty_torn_0063.png,PKG001,A
dirty_torn_0064.png,PKG002,A
dirty_torn_0065.png,PKG004,A
dirty_torn_0066.png,PKG003,A
dirty_torn_0067.png,PKG004,A
dirty_torn_0068.png,PKG001,A
dirty_torn_0069.png,PKG003,A
dirty_torn_0070.png,PKG005,A
dirty_torn_0071.png,PKG004,A
dirty_torn_0072.png,PKG003,A
dirty_torn_0073.png,PKG004,A
dirty_torn_0074.png,PKG001,A
dirty_torn_0075.png,PKG002,A
dirty_torn_0076.png,PKG005,A
dirty_torn_0077.png,PKG005,A
dirty_torn_0078.png,PKG003,A
dirty_torn_0079.png,PKG004,A
dirty_torn_0080.png,PKG001,A
dirty_torn_0081.png,PKG001,A
dirty_torn_0082.png,PKG002,A
dirty_torn_0083.png,PKG001,A
dirty_torn_0084.png,PKG001,A
dirty_torn_0085.png,PKG005,A
dirty_torn_0086.png,PKG002,A
dirty_torn_0087.png,PKG004,A
dirty_torn_0088.png,PKG004,A
dirty_torn_0089.png,PKG002,A
dirty_torn_0090.png,PKG002,A
dirty_torn_0091.png,PKG002,A
dirty_torn_0092.png,PKG002,A
dirty_torn_0093.png,PKG004,A
dirty_torn_0094.png,PKG002,A
dirty_torn_0095.png,PKG003,A
dirty_torn_0096.png,PKG002,A
dirty_torn_0097.png,PKG002,A
dirty_torn_0098.png,PKG005,A
dirty_torn_0099.png,PKG002,A
