image,package_id,current_zone
glare_0000.png,PKG002,A
glare_0001.png,PKG005,A
glare_0002.png,PKG003,A
glare_0003.png,PKG001,A
glare_0004.png,PKG003,A
glare_0005.png,PKG004,A
glare_0006.png,PKG001,A
glare_0007.png,PKG002,A
glare_0008.png,PKG003,A
glare_0009.png,PKG001,A
glare_0010.png,PKG001,A
glare_0011.png,PKG001,A
glare_0012.png,PKG002,A
glare_0013.png,PKG004,A
glare_0014.png,PKG001,A
glare_0015.png,PKG002,A
glare_0016.png,PKG004,A
glare_0017.png,PKG003,A
glare_0018.png,PKG001,A
glare_0019.png,PKG004,A
glare_0020.png,PKG002,A
glare_0021.png,PKG003,A
glare_0022.png,PKG001,A
glare_0023.png,PKG003,A
glare_0024.png,PKG001,A
glare_0025.png,PKG002,A
glare_0026.png,PKG001,A
glare_0027.png,PKG002,A
glare_0028.png,PKG001,A
glare_0029.png,PKG001,A
glare_0030.png,PKG002,A
glare_0031.png,PKG001,A
glare_0032.png,PKG003,A
glare_0033.png,PKG004,A
glare_0034.png,PKG001,A
glare_0035.png,PKG002,A
glare_0036.png,PKG005,A
glare_0037.png,PKG003,A
glare_0038.png,PKG001,A
glare_0039.png,PKG003,A
glare_0040.png,PKG003,A
glare_0041.png,PKG003,A
glare_0042.png,PKG003,A
glare_0043.png,PKG003,A
glare_0044.png,PKG003,A
glare_0045.png,PKG005,A
glare_0046.png,PKG002,A
glare_0047.png,PKG002,A
glare_0048.png,PKG002,A
glare_0049.png,PKG005,A
glare_0050.png,PKG001,A
glare_0051.png,PKG001,A
glare_0052.png,PKG001,A
glare_0053.png,PKG003,A
glare_0054.png,PKG002,A
glare_0055.png,PKG003,A
glare_0056.png,PKG002,A
glare_0057.png,PKG004,A
glare_0058.png,PKG001,A
glare_0059.png,PKG004,A
glare_0060.png,PKG002,A
glare_0061.png,PKG005,A
glare_0062.png,PKG005,A
glare_0063.png,PKG004,A
glare_0064.png,PKG002,A
glare_0065.png,PKG002,A
glare_0066.png,PKG003,A
glare_0067.png,PKG002,A
glare_0068.png,PKG002,A
glare_0069.png,PKG004,A
glare_0070.png,PKG003,A
glare_0071.png,PKG004,A
glare_0072.png,PKG001,A
glare_0073.png,PKG004,A
glare_0074.png,PKG003,A
glare_0075.png,PKG003,A
glare_0076.png,PKG004,A
glare_0077.png,PKG004,A
glare_0078.png,PKG005,A
glare_0079.png,PKG003,A
